grupo	muestra	linajes	version	programa
COD_2103	muestra 5	P.1	v3.1.16	Viralrecon
COD_2103	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2103	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2103	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2103	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2103	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2103	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2103	muestra 3	A.28	v3.1.17	Viralrecon
COD_2103	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2103	muestra 5	P.1	v3.1.17	Viralrecon
COD_2103	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2103	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2103	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2103	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2103	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2103	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2103	muestra 3	A.28	v3.1.18	Viralrecon
COD_2103	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2103	muestra 5	P.1	v3.1.18	Viralrecon
COD_2103	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2103	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2103	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2103	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2103	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2103	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2103	muestra 3	A.28	v3.1.19	Viralrecon
COD_2103	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2103	muestra 5	P.1	v3.1.19	Viralrecon
COD_2103	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2103	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2103	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2103	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2103	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2103	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2103	muestra 3	A.28	v3.1.20	Viralrecon
COD_2103	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2103	muestra 5	P.1	v3.1.20	Viralrecon
COD_2103	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2103	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2103	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 3	A.28	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 5	P.1	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 7	None	v3.1.16	Viralrecon
COD_2106_Illumina	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 3	A.28	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 5	P.1	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 7	None	v3.1.17	Viralrecon
COD_2106_Illumina	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 3	A.28	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 5	P.1	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 7	None	v3.1.18	Viralrecon
COD_2106_Illumina	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 3	A.28	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 5	P.1	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 7	None	v3.1.19	Viralrecon
COD_2106_Illumina	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 3	A.28	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 5	P.1	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2106_Illumina	muestra 7	None	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 3	A.28	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 5	P.1	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 7	AY.43	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2107_Illumina	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 3	A.28	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 5	P.1	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 7	AY.43	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2107_Illumina	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 3	A.28	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 5	P.1	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 7	AY.43	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2107_Illumina	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 3	A.28	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 5	P.1	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 7	AY.43	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2107_Illumina	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 3	A.28	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 5	P.1	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 7	AY.43	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2107_Illumina	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2108	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2108	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2108	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2108	muestra 3	A.28	v3.1.16	Viralrecon
COD_2108	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2108	muestra 5	P.1	v3.1.16	Viralrecon
COD_2108	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2108	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2108	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2108	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2108	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2108	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2108	muestra 3	A.28	v3.1.17	Viralrecon
COD_2108	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2108	muestra 5	P.1	v3.1.17	Viralrecon
COD_2108	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2108	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2108	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2108	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2108	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2108	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2108	muestra 3	A.28	v3.1.18	Viralrecon
COD_2108	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2108	muestra 5	P.1	v3.1.18	Viralrecon
COD_2108	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2108	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2108	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2108	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2108	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2108	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2108	muestra 3	A.28	v3.1.19	Viralrecon
COD_2108	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2108	muestra 5	P.1	v3.1.19	Viralrecon
COD_2108	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2108	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2108	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2108	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2108	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2108	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2108	muestra 3	A.28	v3.1.20	Viralrecon
COD_2108	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2108	muestra 5	P.1	v3.1.20	Viralrecon
COD_2108	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2108	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2108	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2109	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2109	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2109	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2109	muestra 3	A.28	v3.1.16	Viralrecon
COD_2109	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2109	muestra 5	P.1	v3.1.16	Viralrecon
COD_2109	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2109	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2109	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2109	muestra 7	None	v3.1.16	Viralrecon
COD_2109	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2109	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2109	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2109	muestra 3	A.28	v3.1.17	Viralrecon
COD_2109	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2109	muestra 5	P.1	v3.1.17	Viralrecon
COD_2109	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2109	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2109	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2109	muestra 7	None	v3.1.17	Viralrecon
COD_2109	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2109	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2109	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2109	muestra 3	A.28	v3.1.18	Viralrecon
COD_2109	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2109	muestra 5	P.1	v3.1.18	Viralrecon
COD_2109	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2109	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2109	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2109	muestra 7	None	v3.1.18	Viralrecon
COD_2109	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2109	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2109	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2109	muestra 3	A.28	v3.1.19	Viralrecon
COD_2109	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2109	muestra 5	P.1	v3.1.19	Viralrecon
COD_2109	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2109	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2109	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2109	muestra 7	None	v3.1.19	Viralrecon
COD_2109	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2109	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2109	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2109	muestra 3	A.28	v3.1.20	Viralrecon
COD_2109	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2109	muestra 5	P.1	v3.1.20	Viralrecon
COD_2109	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2109	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2109	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2109	muestra 7	None	v3.1.20	Viralrecon
COD_2110	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2110	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2110	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2110	muestra 3	A.28	v3.1.16	Viralrecon
COD_2110	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2110	muestra 5	P.1	v3.1.16	Viralrecon
COD_2110	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2110	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2110	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2110	muestra 7	None	v3.1.16	Viralrecon
COD_2110	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2110	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2110	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2110	muestra 3	A.28	v3.1.17	Viralrecon
COD_2110	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2110	muestra 5	P.1	v3.1.17	Viralrecon
COD_2110	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2110	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2110	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2110	muestra 7	None	v3.1.17	Viralrecon
COD_2110	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2110	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2110	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2110	muestra 3	A.28	v3.1.18	Viralrecon
COD_2110	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2110	muestra 5	P.1	v3.1.18	Viralrecon
COD_2110	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2110	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2110	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2110	muestra 7	None	v3.1.18	Viralrecon
COD_2110	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2110	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2110	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2110	muestra 3	A.28	v3.1.19	Viralrecon
COD_2110	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2110	muestra 5	P.1	v3.1.19	Viralrecon
COD_2110	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2110	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2110	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2110	muestra 7	None	v3.1.19	Viralrecon
COD_2110	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2110	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2110	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2110	muestra 3	A.28	v3.1.20	Viralrecon
COD_2110	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2110	muestra 5	P.1	v3.1.20	Viralrecon
COD_2110	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2110	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2110	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2110	muestra 7	None	v3.1.20	Viralrecon
COD_2111	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2111	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2111	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2111	muestra 3	A.28	v3.1.16	Viralrecon
COD_2111	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2111	muestra 5	P.1.12	v3.1.16	Viralrecon
COD_2111	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2111	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2111	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2111	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2111	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2111	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2111	muestra 3	A.28	v3.1.17	Viralrecon
COD_2111	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2111	muestra 5	P.1	v3.1.17	Viralrecon
COD_2111	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2111	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2111	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2111	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2111	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2111	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2111	muestra 3	A.28	v3.1.18	Viralrecon
COD_2111	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2111	muestra 5	P.1	v3.1.18	Viralrecon
COD_2111	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2111	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2111	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2111	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2111	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2111	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2111	muestra 3	A.28	v3.1.19	Viralrecon
COD_2111	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2111	muestra 5	P.1	v3.1.19	Viralrecon
COD_2111	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2111	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2111	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2111	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2111	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2111	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2111	muestra 3	A.28	v3.1.20	Viralrecon
COD_2111	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2111	muestra 5	P.1	v3.1.20	Viralrecon
COD_2111	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2111	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2111	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2112	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2112	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2112	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2112	muestra 3	A.28	v3.1.16	Viralrecon
COD_2112	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2112	muestra 5	P.1	v3.1.16	Viralrecon
COD_2112	muestra 6	None	v3.1.16	Viralrecon
COD_2112	muestra 7	None	v3.1.16	Viralrecon
COD_2112	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2112	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2112	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2112	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2112	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2112	muestra 3	A.28	v3.1.17	Viralrecon
COD_2112	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2112	muestra 5	P.1	v3.1.17	Viralrecon
COD_2112	muestra 6	None	v3.1.17	Viralrecon
COD_2112	muestra 7	BA.1	v3.1.17	Viralrecon
COD_2112	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2112	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2112	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2112	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2112	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2112	muestra 3	A.28	v3.1.18	Viralrecon
COD_2112	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2112	muestra 5	P.1	v3.1.18	Viralrecon
COD_2112	muestra 6	None	v3.1.18	Viralrecon
COD_2112	muestra 7	BA.1	v3.1.18	Viralrecon
COD_2112	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2112	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2112	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2112	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2112	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2112	muestra 3	A.28	v3.1.19	Viralrecon
COD_2112	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2112	muestra 5	P.1	v3.1.19	Viralrecon
COD_2112	muestra 6	None	v3.1.19	Viralrecon
COD_2112	muestra 7	BA.1	v3.1.19	Viralrecon
COD_2112	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2112	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2112	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2112	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2112	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2112	muestra 3	A.28	v3.1.20	Viralrecon
COD_2112	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2112	muestra 5	P.1	v3.1.20	Viralrecon
COD_2112	muestra 6	None	v3.1.20	Viralrecon
COD_2112	muestra 7	BA.1	v3.1.20	Viralrecon
COD_2112	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2112	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2113	muestra 10	AY.43	v3.1.16	Viralrecon
COD_2113	muestra 1	B.1.1.7	v3.1.16	Viralrecon
COD_2113	muestra 2	B.1.351	v3.1.16	Viralrecon
COD_2113	muestra 3	A.28	v3.1.16	Viralrecon
COD_2113	muestra 4	B.1.621	v3.1.16	Viralrecon
COD_2113	muestra 5	P.1	v3.1.16	Viralrecon
COD_2113	muestra 6	AY.9.2	v3.1.16	Viralrecon
COD_2113	muestra 8	AY.94	v3.1.16	Viralrecon
COD_2113	muestra 9	AY.94	v3.1.16	Viralrecon
COD_2113	muestra 7	None	v3.1.16	Viralrecon
COD_2113	muestra 10	AY.43	v3.1.17	Viralrecon
COD_2113	muestra 1	B.1.1.7	v3.1.17	Viralrecon
COD_2113	muestra 2	B.1.351	v3.1.17	Viralrecon
COD_2113	muestra 3	A.28	v3.1.17	Viralrecon
COD_2113	muestra 4	B.1.621	v3.1.17	Viralrecon
COD_2113	muestra 5	P.1	v3.1.17	Viralrecon
COD_2113	muestra 6	AY.9.2	v3.1.17	Viralrecon
COD_2113	muestra 8	AY.94	v3.1.17	Viralrecon
COD_2113	muestra 9	AY.94	v3.1.17	Viralrecon
COD_2113	muestra 7	None	v3.1.17	Viralrecon
COD_2113	muestra 10	AY.43	v3.1.18	Viralrecon
COD_2113	muestra 1	B.1.1.7	v3.1.18	Viralrecon
COD_2113	muestra 2	B.1.351	v3.1.18	Viralrecon
COD_2113	muestra 3	A.28	v3.1.18	Viralrecon
COD_2113	muestra 4	B.1.621	v3.1.18	Viralrecon
COD_2113	muestra 5	P.1	v3.1.18	Viralrecon
COD_2113	muestra 6	AY.9.2	v3.1.18	Viralrecon
COD_2113	muestra 8	AY.94	v3.1.18	Viralrecon
COD_2113	muestra 9	AY.94	v3.1.18	Viralrecon
COD_2113	muestra 7	None	v3.1.18	Viralrecon
COD_2113	muestra 10	AY.43	v3.1.19	Viralrecon
COD_2113	muestra 1	B.1.1.7	v3.1.19	Viralrecon
COD_2113	muestra 2	B.1.351	v3.1.19	Viralrecon
COD_2113	muestra 3	A.28	v3.1.19	Viralrecon
COD_2113	muestra 4	B.1.621	v3.1.19	Viralrecon
COD_2113	muestra 5	P.1	v3.1.19	Viralrecon
COD_2113	muestra 6	AY.9.2	v3.1.19	Viralrecon
COD_2113	muestra 8	AY.94	v3.1.19	Viralrecon
COD_2113	muestra 9	AY.94	v3.1.19	Viralrecon
COD_2113	muestra 7	None	v3.1.19	Viralrecon
COD_2113	muestra 10	AY.43	v3.1.20	Viralrecon
COD_2113	muestra 1	B.1.1.7	v3.1.20	Viralrecon
COD_2113	muestra 2	B.1.351	v3.1.20	Viralrecon
COD_2113	muestra 3	A.28	v3.1.20	Viralrecon
COD_2113	muestra 4	B.1.621	v3.1.20	Viralrecon
COD_2113	muestra 5	P.1	v3.1.20	Viralrecon
COD_2113	muestra 6	AY.9.2	v3.1.20	Viralrecon
COD_2113	muestra 8	AY.94	v3.1.20	Viralrecon
COD_2113	muestra 9	AY.94	v3.1.20	Viralrecon
COD_2113	muestra 7	None	v3.1.20	Viralrecon
